,期数,红球_1,红球_2,红球_3,红球_4,红球_5,红球_6,蓝球
2133,11119,09,12,14,19,28,32,01
2134,11118,05,06,11,14,20,21,10
2135,11117,08,10,19,26,28,30,04
2136,11116,01,07,11,12,17,27,05
2137,11115,07,08,09,12,17,33,16
2138,11114,01,14,15,16,30,32,09
2139,11113,06,10,11,25,32,33,05
2140,11112,03,05,16,18,23,24,15
2141,11111,01,03,05,20,25,27,04
2142,11110,12,14,21,26,28,33,12
2143,11109,01,03,09,15,16,33,15
2144,11108,02,17,22,26,29,33,10
2145,11107,04,09,16,17,22,29,15
2146,11106,02,11,12,14,24,32,14
2147,11105,04,06,23,25,27,28,01
2148,11104,09,10,16,20,25,29,09
2149,11103,04,05,10,13,15,16,12
2150,11102,01,05,13,21,27,31,11
2151,11101,06,10,19,23,29,31,06
2152,11100,07,11,21,23,31,32,05
2153,11099,10,12,13,21,26,27,14
2154,11098,03,07,20,21,22,32,05
2155,11097,09,17,19,20,21,26,16
2156,11096,01,04,07,13,14,19,15
2157,11095,03,07,08,10,23,24,05
2158,11094,09,11,12,17,18,19,05
2159,11093,04,07,11,13,23,30,09
2160,11092,05,10,17,26,31,32,04
2161,11091,09,15,21,23,28,30,03
2162,11090,02,05,14,18,21,25,16
2163,11089,01,02,11,24,29,30,12
2164,11088,03,09,17,20,21,29,04
2165,11087,02,03,04,05,18,28,01
2166,11086,06,07,09,12,17,24,09
2167,11085,03,06,11,21,24,31,10
2168,11084,09,10,12,16,18,32,15
2169,11083,07,16,18,24,28,29,06
2170,11082,07,16,17,20,25,26,04
2171,11081,06,14,19,23,25,32,12
2172,11080,02,07,09,25,31,32,09
2173,11079,03,14,15,16,24,29,05
2174,11078,03,05,13,20,22,29,09
2175,11077,01,07,08,15,26,29,10
2176,11076,06,19,21,26,32,33,13
2177,11075,07,09,10,12,31,32,13
2178,11074,02,21,26,28,29,32,01
2179,11073,03,04,05,12,17,21,14
2180,11072,01,06,10,11,18,27,12
2181,11071,01,02,15,22,28,30,02
2182,11070,01,03,05,12,21,28,12
2183,11069,02,13,16,18,24,30,12
2184,11068,03,07,10,15,19,24,10
2185,11067,17,19,20,24,25,27,12
2186,11066,04,06,14,17,30,32,12
2187,11065,04,16,23,25,27,29,03
2188,11064,03,06,07,29,30,33,02
2189,11063,04,06,13,15,18,19,05
2190,11062,04,08,09,10,29,30,03
2191,11061,02,03,08,13,19,21,03
2192,11060,10,11,13,21,27,31,01
2193,11059,24,26,27,29,31,33,16
2194,11058,07,18,22,30,32,33,06
2195,11057,04,06,20,21,26,33,02
2196,11056,13,16,19,20,23,25,10
2197,11055,08,13,16,17,29,32,16
2198,11054,08,11,16,17,22,33,08
2199,11053,03,06,10,12,22,30,15
2200,11052,04,05,08,19,27,28,08
2201,11051,01,07,11,14,15,16,14
2202,11050,04,05,19,22,28,29,15
2203,11049,01,11,17,18,27,31,14
2204,11048,10,14,18,25,26,27,15
2205,11047,04,13,23,25,27,33,14
2206,11046,09,17,18,26,29,30,08
2207,11045,02,16,17,20,26,32,08
2208,11044,03,14,16,26,27,31,09
2209,11043,04,13,14,17,25,31,04
2210,11042,05,13,15,17,19,21,15
2211,11041,04,10,12,13,30,32,13
2212,11040,05,11,14,24,26,28,13
2213,11039,03,07,10,16,24,29,13
2214,11038,02,14,15,19,23,24,12
2215,11037,01,03,04,06,17,25,11
2216,11036,02,11,20,22,24,31,05
2217,11035,13,14,18,20,27,31,02
2218,11034,13,14,17,19,24,31,08
2219,11033,02,08,12,13,19,29,04
2220,11032,03,05,07,13,14,15,15
2221,11031,16,17,24,28,29,32,12
2222,11030,02,09,19,24,25,33,10
2223,11029,01,04,09,10,20,31,07
2224,11028,01,04,05,14,16,17,01
2225,11027,13,18,21,22,25,26,01
2226,11026,07,08,17,19,21,26,12
2227,11025,08,25,26,31,32,33,09
2228,11024,05,07,10,19,26,31,14
2229,11023,02,03,06,21,22,25,05
2230,11022,02,07,14,16,17,21,05
2231,11021,01,02,14,18,25,31,08
2232,11020,12,16,17,19,24,30,05
2233,11019,02,04,12,19,32,33,16
2234,11018,13,15,18,28,30,33,01
2235,11017,02,06,15,23,26,33,08
2236,11016,03,04,16,17,22,29,13
2237,11015,03,06,13,26,27,29,07
2238,11014,05,07,10,11,23,26,16
2239,11013,01,03,13,16,21,22,08
2240,11012,07,08,11,13,15,26,13
2241,11011,01,12,18,19,21,24,10
2242,11010,01,04,05,09,15,19,13
2243,11009,17,18,23,24,25,26,04
2244,11008,10,12,13,17,24,31,15
2245,11007,01,09,17,24,26,31,05
2246,11006,01,03,05,13,16,18,05
2247,11005,06,09,12,14,20,22,13
2248,11004,04,06,08,10,13,26,05
2249,11003,13,14,21,22,23,27,04
2250,11002,06,08,12,17,28,33,05
2251,11001,03,09,20,24,26,32,10
2252,10153,03,06,12,19,30,31,13
2253,10152,04,09,17,21,25,31,01
2254,10151,02,13,14,17,19,26,14
2255,10150,02,17,18,23,29,30,06
2256,10149,02,07,08,16,25,30,09
2257,10148,01,03,07,18,23,27,12
2258,10147,02,08,15,18,24,30,03
2259,10146,01,17,18,22,25,32,01
2260,10145,03,21,24,27,28,31,08
2261,10144,02,03,08,15,19,21,11
2262,10143,09,16,18,26,30,31,14
2263,10142,02,16,18,23,26,27,10
2264,10141,02,03,07,18,23,27,06
2265,10140,01,12,13,18,26,29,15
2266,10139,11,13,18,20,26,31,09
2267,10138,01,21,23,24,26,30,05
2268,10137,07,09,10,13,19,33,06
2269,10136,04,10,23,24,26,33,10
2270,10135,04,10,13,25,26,30,10
2271,10134,09,15,16,22,27,28,06
2272,10133,03,09,17,21,26,32,01
2273,10132,02,10,12,18,24,33,15
2274,10131,05,06,15,16,19,26,06
2275,10130,01,02,07,15,21,31,16
2276,10129,04,08,14,25,28,32,16
2277,10128,04,11,19,20,24,28,12
2278,10127,01,04,08,17,25,33,01
2279,10126,03,13,18,20,27,28,05
2280,10125,06,07,13,23,28,29,09
2281,10124,02,06,08,11,12,25,02
2282,10123,06,12,15,18,29,32,10
2283,10122,02,09,12,16,25,27,06
2284,10121,08,11,13,18,25,30,15
2285,10120,01,02,05,06,10,29,16
2286,10119,07,17,25,27,30,31,09
2287,10118,05,08,11,13,15,25,05
2288,10117,01,08,20,22,24,28,01
2289,10116,05,09,10,20,22,26,07
2290,10115,01,22,24,25,29,33,15
2291,10114,01,08,11,15,17,25,01
2292,10113,05,10,15,18,20,28,10
2293,10112,01,08,18,24,29,30,16
2294,10111,04,07,08,13,17,18,10
2295,10110,01,03,12,24,26,27,01
2296,10109,04,15,18,25,29,32,15
2297,10108,02,04,08,20,23,24,07
2298,10107,08,12,15,17,22,33,16
2299,10106,02,06,08,15,26,29,16
2300,10105,01,08,09,19,21,31,11
2301,10104,07,17,23,24,27,32,02
2302,10103,06,09,14,17,20,33,09
2303,10102,04,11,16,20,22,29,10
2304,10101,04,09,18,21,25,26,06
2305,10100,01,06,12,22,23,26,08
2306,10099,03,04,17,24,27,30,06
2307,10098,01,03,08,16,29,33,07
2308,10097,10,16,18,21,24,26,01
2309,10096,07,12,21,23,24,28,03
2310,10095,09,11,16,17,25,27,14
2311,10094,03,05,07,27,31,32,10
2312,10093,09,10,19,28,32,33,06
2313,10092,03,13,19,27,28,30,02
2314,10091,06,13,16,20,22,24,16
2315,10090,01,06,10,15,25,31,14
2316,10089,07,08,09,16,23,26,01
2317,10088,05,06,15,23,27,30,12
2318,10087,01,08,16,17,25,30,10
2319,10086,05,21,28,29,30,31,08
2320,10085,01,08,12,13,24,27,08
2321,10084,02,10,14,18,20,30,03
2322,10083,02,20,21,22,23,31,12
2323,10082,01,08,13,14,27,31,02
2324,10081,02,03,09,24,26,27,05
2325,10080,08,10,13,14,16,23,16
2326,10079,08,11,12,14,18,22,02
2327,10078,01,03,09,11,17,23,12
2328,10077,02,08,14,20,21,24,09
2329,10076,01,12,14,29,31,32,15
2330,10075,05,09,12,13,15,22,14
2331,10074,02,10,17,18,19,29,15
2332,10073,01,16,20,23,27,31,02
2333,10072,06,08,22,23,30,31,01
2334,10071,05,13,14,17,20,26,01
2335,10070,08,13,23,27,31,33,07
2336,10069,12,14,20,22,24,32,11
2337,10068,03,13,18,20,23,28,13
2338,10067,01,07,10,14,21,25,01
2339,10066,01,03,21,22,31,32,07
2340,10065,02,07,08,17,30,32,12
2341,10064,08,14,25,26,30,31,11
2342,10063,02,06,10,17,23,24,03
2343,10062,11,13,15,20,31,33,03
2344,10061,02,04,16,19,22,26,12
2345,10060,01,08,15,18,22,27,09
2346,10059,01,09,11,12,18,30,10
2347,10058,01,04,11,17,19,29,12
2348,10057,05,11,12,19,25,32,05
2349,10056,01,02,03,08,13,32,07
2350,10055,02,03,13,19,20,23,08
2351,10054,01,06,08,12,14,25,06
2352,10053,03,22,24,27,28,30,14
2353,10052,01,02,19,23,27,29,10
2354,10051,04,17,23,27,28,32,03
2355,10050,07,21,22,26,28,30,11
2356,10049,01,06,10,26,27,28,02
2357,10048,01,06,08,10,23,33,02
2358,10047,03,10,13,20,21,32,15
2359,10046,11,12,21,23,27,32,05
2360,10045,02,03,04,13,20,29,01
2361,10044,03,09,21,23,27,31,05
2362,10043,04,10,19,22,28,33,04
2363,10042,03,06,11,20,31,32,10
2364,10041,03,05,13,19,25,29,12
2365,10040,12,19,24,25,30,32,11
2366,10039,08,17,21,23,25,32,12
2367,10038,01,06,07,11,13,16,01
2368,10037,03,16,19,21,24,26,06
2369,10036,06,13,14,28,29,30,08
2370,10035,09,10,11,18,19,21,10
2371,10034,06,11,13,22,25,32,12
2372,10033,08,10,11,12,25,29,09
2373,10032,08,18,21,28,29,33,08
2374,10031,05,07,13,24,25,28,04
2375,10030,03,06,10,16,25,31,05
2376,10029,01,05,14,16,17,22,03
2377,10028,01,03,06,12,16,32,12
2378,10027,03,04,15,25,26,30,13
2379,10026,02,04,05,08,19,22,12
2380,10025,04,05,07,10,13,25,11
2381,10024,07,16,26,27,29,31,14
2382,10023,02,09,11,22,24,27,11
2383,10022,01,02,18,29,31,32,02
2384,10021,02,09,16,17,19,25,04
2385,10020,05,06,14,22,24,26,09
2386,10019,02,10,22,24,26,27,06
2387,10018,11,28,29,30,32,33,02
2388,10017,01,03,06,11,12,23,11
2389,10016,02,08,10,12,30,33,16
2390,10015,01,04,16,21,23,28,06
2391,10014,01,03,07,14,26,28,02
2392,10013,01,02,03,16,18,23,12
2393,10012,02,08,13,14,25,33,10
2394,10011,07,08,14,22,24,30,07
2395,10010,07,08,12,15,22,26,08
2396,10009,01,09,13,21,24,32,06
2397,10008,05,07,13,15,18,30,14
2398,10007,14,22,27,28,30,33,14
2399,10006,03,05,07,13,14,18,05
2400,10005,03,05,06,08,17,18,14
2401,10004,01,12,13,16,23,28,07
2402,10003,14,22,26,27,28,31,04
2403,10002,03,06,07,23,30,33,13
2404,10001,07,17,18,27,29,32,13
2405,09154,01,07,12,14,18,25,16
2406,09153,06,07,08,20,21,25,10
2407,09152,03,04,19,21,27,28,05
2408,09151,06,08,10,16,25,30,14
2409,09150,04,06,07,16,19,20,04
2410,09149,01,03,16,18,22,29,04
2411,09148,06,12,15,22,29,32,10
2412,09147,06,08,10,18,22,32,16
2413,09146,03,09,16,20,22,33,15
2414,09145,03,05,11,15,26,33,11
2415,09144,01,05,10,17,18,29,12
2416,09143,05,09,11,17,23,28,10
2417,09142,07,11,15,19,20,24,13
2418,09141,02,13,21,28,29,31,09
2419,09140,04,05,11,18,22,33,12
2420,09139,01,05,15,17,27,29,02
2421,09138,04,07,14,26,32,33,14
2422,09137,08,12,14,15,17,21,01
2423,09136,01,04,14,22,30,33,01
2424,09135,01,03,14,19,30,33,16
2425,09134,03,05,12,15,28,33,06
2426,09133,05,09,13,18,20,32,01
2427,09132,04,14,15,21,23,30,07
2428,09131,16,23,25,26,32,33,05
2429,09130,02,03,07,12,13,30,11
2430,09129,06,07,16,17,24,25,07
2431,09128,05,08,15,16,26,32,01
2432,09127,02,11,12,14,15,16,04
2433,09126,03,05,06,10,19,23,15
2434,09125,06,07,08,22,26,27,12
2435,09124,03,04,22,23,28,30,10
2436,09123,09,13,20,22,25,28,14
2437,09122,07,14,16,27,29,32,01
2438,09121,02,04,06,10,25,30,09
2439,09120,01,02,08,12,16,30,16
2440,09119,06,07,10,12,15,21,05
2441,09118,12,16,25,26,27,31,05
2442,09117,05,09,15,21,26,31,13
2443,09116,05,17,21,25,27,32,14
2444,09115,02,09,13,15,19,24,03
2445,09114,03,05,11,12,31,32,11
2446,09113,04,12,20,25,28,29,16
2447,09112,06,07,18,24,30,32,09
2448,09111,02,04,07,14,15,25,15
2449,09110,04,10,13,15,19,30,14
2450,09109,05,06,07,14,25,28,01
2451,09108,04,10,17,28,32,33,02
2452,09107,07,08,20,23,28,29,05
2453,09106,01,02,15,18,20,29,04
2454,09105,02,08,10,16,27,30,15
2455,09104,20,22,26,29,30,32,16
2456,09103,06,11,17,20,23,24,09
2457,09102,03,05,07,08,14,31,10
2458,09101,01,02,05,10,19,24,14
2459,09100,02,11,17,27,30,33,11
2460,09099,08,09,18,20,25,29,09
2461,09098,03,14,15,20,23,30,02
2462,09097,07,13,24,26,28,32,14
2463,09096,01,26,27,31,32,33,03
2464,09095,08,09,14,28,31,33,15
2465,09094,03,16,22,25,26,33,14
2466,09093,01,11,20,31,32,33,01
2467,09092,02,06,07,14,18,31,08
2468,09091,03,08,11,14,25,29,04
2469,09090,07,09,14,20,23,30,14
2470,09089,02,03,07,11,19,32,04
2471,09088,04,07,11,15,16,17,02
2472,09087,06,11,13,20,28,32,06
2473,09086,11,12,13,18,23,32,11
2474,09085,04,08,12,17,20,30,03
2475,09084,04,09,11,20,32,33,13
2476,09083,02,08,12,18,24,28,04
2477,09082,11,15,18,21,27,29,02
2478,09081,04,05,06,25,29,30,03
2479,09080,01,11,13,25,32,33,06
2480,09079,02,09,16,21,30,31,13
2481,09078,05,07,12,14,15,20,13
2482,09077,01,09,14,16,28,32,16
2483,09076,09,18,19,25,28,31,06
2484,09075,01,13,15,17,20,30,05
2485,09074,05,10,16,19,23,28,13
2486,09073,09,16,17,18,22,27,14
2487,09072,01,03,12,20,21,29,04
2488,09071,04,05,23,26,31,32,06
2489,09070,01,02,09,10,21,31,10
2490,09069,03,05,12,18,21,23,02
2491,09068,06,11,18,20,25,30,05
2492,09067,04,10,16,23,28,30,05
2493,09066,02,15,19,24,31,32,04
2494,09065,08,12,20,22,30,33,02
2495,09064,01,02,14,23,28,29,15
2496,09063,02,05,11,26,30,32,16
2497,09062,10,19,20,21,23,32,10
2498,09061,10,11,13,16,19,30,03
2499,09060,07,13,17,26,32,33,04
2500,09059,03,07,13,23,27,30,11
2501,09058,05,08,10,15,23,26,09
2502,09057,05,07,10,14,17,25,11
2503,09056,04,09,10,18,29,32,08
2504,09055,03,04,18,22,24,29,11
2505,09054,16,17,23,26,31,32,11
2506,09053,07,12,18,19,22,28,04
2507,09052,09,11,15,19,21,30,08
2508,09051,06,10,13,16,21,23,07
2509,09050,13,21,24,29,30,32,04
2510,09049,09,12,14,20,30,31,06
2511,09048,03,07,11,15,17,31,01
2512,09047,06,08,11,15,21,22,16
2513,09046,16,20,21,26,29,30,09
2514,09045,03,04,06,23,30,32,01
2515,09044,11,14,16,18,26,30,01
2516,09043,04,09,10,15,18,26,07
2517,09042,08,16,22,23,27,30,11
2518,09041,01,08,23,26,28,33,08
2519,09040,04,07,10,20,26,30,12
2520,09039,05,12,14,15,21,27,03
2521,09038,12,13,15,23,28,32,05
2522,09037,02,06,15,18,20,31,03
2523,09036,06,09,18,23,32,33,07
2524,09035,06,15,21,26,29,31,05
2525,09034,09,12,18,21,22,26,07
2526,09033,07,08,13,14,29,30,06
2527,09032,09,11,12,19,27,32,06
2528,09031,01,02,03,15,30,33,01
2529,09030,08,14,24,26,28,32,07
2530,09029,12,13,15,22,23,29,13
2531,09028,03,06,12,15,23,26,10
2532,09027,02,07,11,16,27,32,06
2533,09026,11,15,17,18,20,30,16
2534,09025,10,20,22,23,26,33,11
2535,09024,01,03,17,23,30,33,12
2536,09023,01,06,07,15,24,30,08
2537,09022,05,08,09,10,11,18,08
2538,09021,01,04,05,17,24,27,09
2539,09020,03,05,07,10,19,23,13
2540,09019,06,17,19,20,26,27,04
2541,09018,02,05,06,19,27,30,15
2542,09017,06,14,15,19,25,26,08
2543,09016,02,07,13,16,20,33,03
2544,09015,02,04,06,15,17,32,05
2545,09014,03,06,09,14,15,18,02
2546,09013,04,08,09,21,26,27,09
2547,09012,05,11,14,17,18,28,01
2548,09011,02,04,13,14,18,23,15
2549,09010,03,10,17,19,20,24,02
2550,09009,08,15,21,30,31,33,02
2551,09008,04,15,16,22,32,33,02
2552,09007,01,05,12,23,25,26,15
2553,09006,06,12,18,20,26,33,02
2554,09005,01,03,08,15,17,21,13
2555,09004,03,11,13,17,28,31,03
2556,09003,02,03,06,15,25,30,02
2557,09002,10,14,17,25,29,33,14
2558,09001,04,21,23,24,30,31,04
2559,08154,02,05,07,21,22,26,08
2560,08153,01,04,18,21,24,30,16
2561,08152,01,04,06,22,26,30,08
2562,08151,06,08,10,14,17,19,06
2563,08150,04,19,22,24,29,32,02
2564,08149,10,14,22,28,29,33,02
2565,08148,03,05,09,22,26,28,09
2566,08147,07,08,14,22,26,33,02
2567,08146,07,08,17,19,31,32,10
2568,08145,07,13,18,22,26,29,02
2569,08144,02,05,10,27,29,33,15
2570,08143,12,17,18,19,26,27,06
2571,08142,05,06,10,13,17,28,15
2572,08141,03,13,20,25,29,33,15
2573,08140,07,14,16,29,30,31,14
2574,08139,08,09,19,23,25,26,07
2575,08138,07,14,19,23,25,32,04
2576,08137,01,04,24,28,29,33,09
2577,08136,05,09,10,12,18,28,02
2578,08135,05,14,15,16,19,21,15
2579,08134,10,15,19,20,28,32,02
2580,08133,08,11,16,19,24,26,11
2581,08132,09,13,16,25,27,33,08
2582,08131,02,12,15,18,22,32,08
2583,08130,01,12,18,28,30,32,06
2584,08129,01,03,18,24,25,32,15
2585,08128,01,05,19,20,27,33,05
2586,08127,05,08,19,22,27,30,13
2587,08126,04,11,12,14,20,30,13
2588,08125,10,11,12,15,26,29,09
2589,08124,01,07,10,13,21,22,03
2590,08123,10,11,15,16,25,29,02
2591,08122,02,08,11,14,19,26,15
2592,08121,02,22,23,27,31,32,06
2593,08120,10,11,22,24,26,33,02
2594,08119,05,07,09,15,24,29,07
2595,08118,04,09,16,27,31,33,01
2596,08117,03,05,07,10,14,33,07
2597,08116,03,07,21,22,24,29,14
2598,08115,02,12,13,14,17,18,06
2599,08114,04,09,20,24,25,31,14
2600,08113,06,09,10,12,17,22,09
2601,08112,05,13,14,19,22,23,06
2602,08111,17,18,21,25,31,32,06
2603,08110,10,16,22,23,29,31,02
2604,08109,04,07,09,16,21,28,10
2605,08108,09,10,15,17,23,30,12
2606,08107,06,13,18,22,27,32,04
2607,08106,14,19,25,27,29,30,15
2608,08105,05,17,19,27,28,32,02
2609,08104,03,06,08,17,24,31,01
2610,08103,01,12,16,18,22,33,04
2611,08102,03,07,12,21,25,32,05
2612,08101,09,17,21,26,28,30,04
2613,08100,08,14,17,21,27,28,14
2614,08099,10,15,16,22,23,24,07
2615,08098,06,07,10,11,15,30,01
2616,08097,03,06,08,09,16,17,13
2617,08096,06,08,12,24,27,31,14
2618,08095,03,08,14,21,28,29,03
2619,08094,01,04,15,16,23,28,14
2620,08093,04,10,12,16,26,28,07
2621,08092,01,03,18,27,28,30,05
2622,08091,03,12,14,23,31,32,10
2623,08090,02,07,14,18,19,24,01
2624,08089,03,06,11,16,22,27,11
2625,08088,01,06,08,16,17,23,05
2626,08087,01,07,26,29,30,31,06
2627,08086,04,05,10,26,27,30,12
2628,08085,01,04,12,20,24,29,15
2629,08084,04,07,13,20,29,30,16
2630,08083,07,08,09,18,29,32,09
2631,08082,04,08,10,12,21,26,09
2632,08081,02,12,13,18,25,31,04
2633,08080,04,14,22,25,29,32,14
2634,08079,03,04,05,10,20,32,09
2635,08078,06,13,16,26,30,33,01
2636,08077,04,12,22,26,30,33,09
2637,08076,02,05,07,11,13,18,11
2638,08075,01,08,14,18,22,30,03
2639,08074,01,11,15,19,20,24,09
2640,08073,01,09,13,22,28,33,08
2641,08072,01,05,10,18,22,30,09
2642,08071,01,06,21,26,27,28,09
2643,08070,05,06,12,15,18,33,13
2644,08069,05,08,17,20,26,30,10
2645,08068,05,07,17,23,27,29,07
2646,08067,10,11,15,19,26,33,13
2647,08066,07,12,21,22,29,30,08
2648,08065,05,13,15,19,30,31,05
2649,08064,01,02,07,09,12,18,12
2650,08063,05,09,11,14,16,17,15
2651,08062,06,08,13,17,24,27,15
2652,08061,01,02,05,12,26,31,06
2653,08060,06,07,08,17,30,32,03
2654,08059,02,06,15,29,31,32,16
2655,08058,01,12,21,27,29,31,11
2656,08057,19,20,21,26,28,30,08
2657,08056,08,13,22,23,25,30,07
2658,08055,11,16,19,23,26,31,04
2659,08054,02,06,16,17,20,25,07
2660,08053,06,12,19,20,21,27,04
2661,08052,02,10,17,23,29,31,10
2662,08051,01,04,08,10,13,33,11
2663,08050,01,11,19,24,26,27,03
2664,08049,03,10,12,13,19,25,04
2665,08048,11,18,21,27,30,32,01
2666,08047,09,12,13,14,20,22,10
2667,08046,15,16,18,24,28,33,15
2668,08045,01,10,13,21,29,32,04
2669,08044,05,07,09,20,26,29,09
2670,08043,03,10,16,22,27,33,14
2671,08042,03,04,09,11,12,24,01
2672,08041,08,11,20,22,23,27,04
2673,08040,06,13,22,25,27,28,09
2674,08039,01,07,10,13,22,29,01
2675,08038,03,09,10,11,15,19,13
2676,08037,01,12,22,24,28,31,06
2677,08036,02,06,13,18,23,28,16
2678,08035,07,11,14,17,18,29,16
2679,08034,03,05,09,11,21,29,09
2680,08033,12,17,18,30,31,33,04
2681,08032,05,14,16,21,23,28,13
2682,08031,03,06,11,15,21,31,13
2683,08030,06,15,18,19,20,28,11
2684,08029,01,09,14,22,29,32,12
2685,08028,01,13,21,26,29,32,10
2686,08027,15,18,19,23,24,26,13
2687,08026,05,17,19,27,29,32,03
2688,08025,08,16,17,18,19,21,14
2689,08024,11,20,21,26,28,30,13
2690,08023,08,16,18,25,26,32,02
2691,08022,12,18,20,24,28,32,05
2692,08021,09,12,19,20,26,28,15
2693,08020,03,10,13,15,28,30,03
2694,08019,02,09,11,17,27,31,05
2695,08018,02,05,06,23,26,33,13
2696,08017,02,05,07,17,20,22,02
2697,08016,03,12,14,21,29,33,13
2698,08015,06,08,11,16,29,33,03
2699,08014,03,09,11,17,21,31,14
2700,08013,02,08,15,16,22,28,10
2701,08012,03,04,05,16,20,30,13
2702,08011,02,14,17,21,30,32,03
2703,08010,03,08,11,17,21,27,09
2704,08009,09,21,29,30,31,32,16
2705,08008,02,15,16,23,26,27,07
2706,08007,01,13,17,22,23,30,11
2707,08006,01,14,16,18,22,27,14
2708,08005,03,05,15,22,24,25,15
2709,08004,04,08,22,23,27,29,08
2710,08003,06,08,11,13,17,19,12
2711,08002,03,04,18,22,25,29,09
2712,08001,02,04,07,09,14,29,03
2713,07153,01,04,19,20,25,31,15
2714,07152,11,17,21,29,30,33,08
2715,07151,01,06,10,11,23,25,02
2716,07150,03,05,11,13,19,24,05
2717,07149,01,17,19,22,28,30,03
2718,07148,03,09,16,17,23,28,07
2719,07147,03,07,18,24,26,27,04
2720,07146,04,18,22,24,26,30,09
2721,07145,08,09,11,12,25,31,11
2722,07144,08,14,23,25,28,32,16
2723,07143,01,06,22,23,24,26,04
2724,07142,11,20,25,26,27,30,08
2725,07141,02,03,04,06,17,31,08
2726,07140,01,05,16,21,22,26,11
2727,07139,06,10,12,14,16,22,06
2728,07138,02,03,15,17,19,25,16
2729,07137,03,07,08,18,20,22,03
2730,07136,01,02,18,21,25,29,14
2731,07135,01,11,16,26,31,33,16
2732,07134,01,04,10,13,18,25,15
2733,07133,03,06,07,11,13,33,10
2734,07132,01,09,16,21,22,23,05
2735,07131,03,05,07,16,22,27,05
2736,07130,03,05,09,11,27,31,04
2737,07129,05,07,20,21,22,30,08
2738,07128,09,10,19,21,27,31,05
2739,07127,06,09,13,16,24,28,11
2740,07126,09,10,19,23,26,31,09
2741,07125,03,05,18,20,27,33,01
2742,07124,03,07,13,16,19,32,16
2743,07123,01,13,15,23,28,32,02
2744,07122,04,07,19,24,26,32,09
2745,07121,03,10,21,22,27,28,06
2746,07120,06,07,11,12,18,25,01
2747,07119,03,08,11,13,25,31,12
2748,07118,04,10,16,18,25,32,15
2749,07117,03,07,09,10,26,32,01
2750,07116,03,05,07,11,17,27,13
2751,07115,01,05,10,16,20,26,02
2752,07114,05,12,15,24,27,33,05
2753,07113,04,18,23,25,26,31,10
2754,07112,07,11,14,16,25,32,11
2755,07111,02,09,10,12,13,17,11
2756,07110,02,04,07,15,24,28,03
2757,07109,01,04,07,08,13,14,04
2758,07108,03,07,12,13,20,33,02
2759,07107,02,08,09,18,24,28,10
2760,07106,12,18,21,24,25,29,08
2761,07105,02,07,10,17,23,29,14
2762,07104,02,08,12,14,20,32,04
2763,07103,07,09,25,27,30,32,01
2764,07102,04,06,08,18,20,33,11
2765,07101,15,16,18,21,22,30,14
2766,07100,08,18,27,29,30,32,06
2767,07099,03,04,14,27,31,33,05
2768,07098,02,03,05,11,19,20,12
2769,07097,04,08,13,18,26,30,11
2770,07096,09,10,20,22,30,32,08
2771,07095,01,06,08,18,29,32,07
2772,07094,03,05,18,19,24,32,02
2773,07093,05,10,13,15,19,29,02
2774,07092,14,18,22,23,24,33,09
2775,07091,02,11,17,30,31,32,07
2776,07090,05,11,13,27,30,31,02
2777,07089,03,07,08,15,19,28,03
2778,07088,02,04,10,28,29,33,06
2779,07087,01,03,04,05,08,21,09
2780,07086,05,08,14,22,27,29,16
2781,07085,02,12,17,19,29,30,12
2782,07084,06,10,12,14,20,27,10
2783,07083,11,14,18,20,21,26,05
2784,07082,05,15,17,18,25,32,15
2785,07081,09,14,15,19,24,33,13
2786,07080,01,08,16,18,19,29,04
2787,07079,03,04,14,20,21,25,14
2788,07078,04,06,07,23,25,32,01
2789,07077,06,08,14,21,28,29,02
2790,07076,06,12,15,16,20,31,02
2791,07075,13,16,17,22,30,32,03
2792,07074,08,13,15,25,27,28,03
2793,07073,05,09,11,19,28,31,02
2794,07072,02,04,08,13,14,33,16
2795,07071,01,06,14,21,30,31,09
2796,07070,06,08,15,17,18,30,12
2797,07069,03,04,11,12,14,32,12
2798,07068,11,18,19,22,23,28,01
2799,07067,06,11,13,17,21,23,11
2800,07066,05,11,16,24,32,33,08
2801,07065,04,07,19,21,25,31,07
2802,07064,02,06,09,16,21,23,16
2803,07063,10,15,17,24,26,28,12
2804,07062,08,17,20,29,30,33,09
2805,07061,01,06,07,11,20,23,05
2806,07060,01,02,08,16,19,29,05
2807,07059,01,03,04,06,07,29,14
2808,07058,07,08,10,13,25,27,07
2809,07057,05,11,18,19,20,21,09
2810,07056,14,17,21,29,31,32,12
2811,07055,02,06,11,22,28,29,02
2812,07054,01,03,16,18,23,28,05
2813,07053,10,13,16,17,18,27,11
2814,07052,02,03,07,08,26,29,07
2815,07051,03,14,16,26,27,33,13
2816,07050,01,05,08,13,18,25,02
2817,07049,04,14,18,19,31,33,02
2818,07048,02,11,12,15,17,28,12
2819,07047,02,04,16,18,23,30,06
2820,07046,02,06,07,09,19,26,14
2821,07045,01,12,18,21,28,30,10
2822,07044,09,13,20,21,24,32,08
2823,07043,03,08,10,11,14,30,05
2824,07042,03,13,16,19,32,33,08
2825,07041,01,03,09,11,26,31,12
2826,07040,13,14,15,19,24,30,10
2827,07039,06,07,19,24,27,29,01
2828,07038,03,11,14,19,21,30,05
2829,07037,10,11,16,23,31,33,16
2830,07036,03,14,21,23,30,31,10
